날짜시간,항공사,가격
2025-02-09 00:00:00-06:30,진에어,"174,500"
2025-02-09 00:00:00-07:55,진에어,"174,500"
2025-02-09 00:00:00-15:20,제주항공,"196,800"
2025-02-09 00:00:00-16:55,아시아나항공,"229,100"
2025-02-09 00:00:00-06:50,아시아나항공,"229,100"
2025-02-09 00:00:00-08:10,아시아나항공,"229,100"
2025-02-10 00:00:00-16:20,제주항공,"153,200"
2025-02-10 00:00:00-17:55,제주항공,"166,800"
2025-02-10 00:00:00-06:30,제주항공,"166,800"
2025-02-10 00:00:00-07:55,진에어,"174,500"
2025-02-10 00:00:00-15:20,진에어,"174,500"
2025-02-10 00:00:00-16:55,제주항공,"195,000"
2025-02-10 00:00:00-06:50,아시아나항공,"229,100"
2025-02-10 00:00:00-08:10,아시아나항공,"229,100"
2025-02-10 00:00:00-12:00,아시아나항공,"229,100"
2025-02-10 00:00:00-13:20,대한항공,"230,700"
2025-02-11 00:00:00-16:20,제주항공,"129,400"
2025-02-11 00:00:00-17:55,제주항공,"138,100"
2025-02-11 00:00:00-15:20,제주항공,"152,500"
2025-02-11 00:00:00-16:55,진에어,"156,800"
2025-02-11 00:00:00-06:30,진에어,"156,800"
2025-02-11 00:00:00-07:55,제주항공,"166,800"
2025-02-11 00:00:00-06:50,아시아나항공,"229,100"
2025-02-11 00:00:00-08:10,아시아나항공,"229,100"
2025-02-11 00:00:00-12:00,아시아나항공,"229,100"
2025-02-11 00:00:00-13:20,대한항공,"230,000"
2025-02-12 00:00:00-16:20,제주항공,"132,400"
2025-02-12 00:00:00-17:55,진에어,"136,600"
2025-02-12 00:00:00-17:20,제주항공,"140,700"
2025-02-12 00:00:00-18:45,제주항공,"154,500"
2025-02-12 00:00:00-15:20,진에어,"158,400"
2025-02-12 00:00:00-16:55,진에어,"158,400"
2025-02-12 00:00:00-06:30,제주항공,"168,300"
2025-02-12 00:00:00-07:55,아시아나항공,"229,100"
2025-02-12 00:00:00-06:50,아시아나항공,"229,100"
2025-02-12 00:00:00-08:10,아시아나항공,"229,100"
2025-02-13 00:00:00-16:20,제주항공,"138,100"
2025-02-13 00:00:00-17:55,진에어,"145,300"
2025-02-13 00:00:00-17:20,제주항공,"166,800"
2025-02-13 00:00:00-18:45,제주항공,"166,800"
2025-02-13 00:00:00-06:30,진에어,"174,100"
2025-02-13 00:00:00-07:55,진에어,"174,100"
2025-02-13 00:00:00-15:20,제주항공,"181,400"
2025-02-13 00:00:00-16:55,아시아나항공,"229,100"
2025-02-13 00:00:00-06:50,아시아나항공,"229,100"
2025-02-13 00:00:00-08:10,아시아나항공,"229,100"
2025-02-14 00:00:00-16:20,제주항공,"168,300"
2025-02-14 00:00:00-17:55,진에어,"174,500"
2025-02-14 00:00:00-17:20,제주항공,"183,000"
2025-02-14 00:00:00-18:45,제주항공,"196,800"
2025-02-14 00:00:00-15:20,진에어,"206,500"
2025-02-14 00:00:00-16:55,진에어,"206,500"
2025-02-14 00:00:00-06:30,제주항공,"210,300"
2025-02-14 00:00:00-07:55,아시아나항공,"229,100"
2025-02-14 00:00:00-06:50,아시아나항공,"229,100"
2025-02-14 00:00:00-08:10,아시아나항공,"229,100"
2025-02-15 00:00:00-16:20,제주항공,"168,300"
2025-02-15 00:00:00-17:55,진에어,"174,500"
2025-02-15 00:00:00-17:20,제주항공,"183,000"
2025-02-15 00:00:00-18:45,제주항공,"196,800"
2025-02-15 00:00:00-15:20,진에어,"206,500"
2025-02-15 00:00:00-16:55,진에어,"206,500"
2025-02-15 00:00:00-06:30,제주항공,"210,300"
2025-02-15 00:00:00-07:55,아시아나항공,"229,100"
2025-02-15 00:00:00-06:50,아시아나항공,"229,100"
