날짜시간,항공사,가격
2025-01-27 00:00:00-13:45,그레이터베이항공,"316,000"
2025-01-27 00:00:00-11:20,대한항공,"341,100"
2025-01-27 00:00:00-14:05,대한항공,"341,100"
2025-01-28 00:00:00-12:35,홍콩익스프레스항공,"234,800"
2025-01-28 00:00:00-15:35,홍콩항공,"243,400"
2025-01-28 00:00:00-14:35,홍콩익스프레스항공,"247,700"
2025-01-28 00:00:00-17:35,홍콩익스프레스항공,"260,500"
2025-01-28 00:00:00-15:55,그레이터베이항공,"302,600"
2025-01-29 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-01-29 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-01-29 00:00:00-15:55,홍콩익스프레스항공,"234,800"
2025-01-29 00:00:00-19:00,홍콩항공,"243,400"
2025-01-29 00:00:00-21:55,그레이터베이항공,"302,600"
2025-01-30 00:00:00-13:45,샤먼항공,"304,700"
2025-01-30 00:00:00-11:20,그레이터베이항공,"316,000"
2025-01-30 00:00:00-14:05,대한항공,"341,100"
2025-01-30 00:00:00-17:15,대한항공,"341,100"
2025-01-30 00:00:00-08:20,대한항공,"341,100"
2025-01-31 00:00:00-09:50,제주항공,"205,100"
2025-01-31 00:00:00-12:55,대한항공,"341,100"
2025-01-31 00:00:00-08:20,대한항공,"341,100"
2025-01-31 00:00:00-11:20,대한항공,"341,100"
2025-01-31 00:00:00-13:45,샤먼항공,"359,400"
2025-02-01 00:00:00-09:50,제주항공,"231,800"
2025-02-01 00:00:00-12:55,홍콩익스프레스항공,"273,400"
2025-02-01 00:00:00-12:35,홍콩익스프레스항공,"273,400"
2025-02-01 00:00:00-15:35,홍콩익스프레스항공,"276,900"
2025-02-01 00:00:00-15:55,샤먼항공,"282,900"
2025-02-02 00:00:00-09:50,제주항공,"160,600"
2025-02-02 00:00:00-12:55,그레이터베이항공,"227,800"
2025-02-02 00:00:00-14:05,홍콩익스프레스항공,"273,400"
2025-02-02 00:00:00-17:15,홍콩익스프레스항공,"276,900"
2025-02-02 00:00:00-15:55,홍콩익스프레스항공,"276,900"
2025-02-03 00:00:00-09:50,제주항공,"160,600"
